item_id,recent_7_day_avg,previous_7_day_avg,growth_percent,trend
FOODS_1_001,1.1428571428571428,0.8571428571428571,33.33333333333333,Increasing
FOODS_1_002,0.42857142857142855,1.0,-57.14285714285714,Decreasing
FOODS_1_003,0.5714285714285714,1.1428571428571428,-50.0,Decreasing
FOODS_1_004,0.0,0.0,0.0,Stable
FOODS_1_005,1.7142857142857142,1.4285714285714286,19.99999999999999,Increasing
FOODS_1_006,1.7142857142857142,1.0,71.42857142857142,Increasing
FOODS_1_008,0.0,0.14285714285714285,-100.0,Decreasing
FOODS_1_009,0.0,0.0,0.0,Stable
FOODS_1_010,0.2857142857142857,0.0,0.0,Increasing
FOODS_1_011,1.5714285714285714,0.7142857142857143,120.0,Increasing
FOODS_1_012,3.7142857142857144,1.8571428571428572,100.0,Increasing
FOODS_1_013,3.0,2.857142857142857,4.999999999999997,Stable
FOODS_1_014,1.0,1.1428571428571428,-12.499999999999995,Decreasing
FOODS_1_015,1.0,0.7142857142857143,40.0,Increasing
FOODS_1_016,0.7142857142857143,0.0,0.0,Increasing
FOODS_1_017,1.2857142857142858,0.8571428571428571,50.00000000000002,Increasing
FOODS_1_018,11.571428571428571,5.428571428571429,113.15789473684208,Increasing
FOODS_1_019,12.0,5.571428571428571,115.3846153846154,Increasing
FOODS_1_020,1.2857142857142858,1.8571428571428572,-30.769230769230766,Decreasing
FOODS_1_021,1.7142857142857142,1.4285714285714286,19.99999999999999,Increasing
FOODS_1_022,0.0,0.14285714285714285,-100.0,Decreasing
FOODS_1_023,0.42857142857142855,0.0,0.0,Increasing
FOODS_1_024,0.14285714285714285,0.0,0.0,Increasing
FOODS_1_025,1.0,0.7142857142857143,40.0,Increasing
FOODS_1_026,1.1428571428571428,1.2857142857142858,-11.111111111111123,Decreasing
FOODS_1_027,1.8571428571428572,3.0,-38.095238095238095,Decreasing
FOODS_1_028,1.1428571428571428,1.4285714285714286,-20.000000000000007,Decreasing
FOODS_1_029,0.42857142857142855,0.14285714285714285,200.0,Increasing
FOODS_1_030,1.0,0.7142857142857143,40.0,Increasing
FOODS_1_031,1.7142857142857142,0.2857142857142857,500.0,Increasing
FOODS_1_032,2.5714285714285716,0.0,0.0,Increasing
FOODS_1_033,1.0,0.5714285714285714,75.00000000000001,Increasing
FOODS_1_034,0.0,0.14285714285714285,-100.0,Decreasing
FOODS_1_035,2.857142857142857,1.1428571428571428,150.00000000000003,Increasing
FOODS_1_036,3.7142857142857144,2.142857142857143,73.33333333333334,Increasing
FOODS_1_037,1.5714285714285714,2.5714285714285716,-38.88888888888889,Decreasing
FOODS_1_038,0.2857142857142857,0.8571428571428571,-66.66666666666666,Decreasing
FOODS_1_039,0.42857142857142855,0.7142857142857143,-40.0,Decreasing
FOODS_1_040,3.7142857142857144,0.2857142857142857,1200.0000000000002,Increasing
FOODS_1_041,1.1428571428571428,0.8571428571428571,33.33333333333333,Increasing
FOODS_1_042,4.0,4.0,0.0,Stable
FOODS_1_043,0.0,0.0,0.0,Stable
FOODS_1_044,1.5714285714285714,1.2857142857142858,22.22222222222221,Increasing
FOODS_1_045,4.428571428571429,0.0,0.0,Increasing
FOODS_1_046,9.571428571428571,3.857142857142857,148.14814814814812,Increasing
FOODS_1_047,0.8571428571428571,1.0,-14.28571428571429,Decreasing
FOODS_1_048,0.8571428571428571,0.5714285714285714,50.0,Increasing
FOODS_1_049,0.42857142857142855,0.7142857142857143,-40.0,Decreasing
FOODS_1_050,0.7142857142857143,0.5714285714285714,25.00000000000001,Increasing
FOODS_1_051,0.5714285714285714,0.14285714285714285,300.0,Increasing
FOODS_1_052,2.5714285714285716,1.5714285714285714,63.63636363636365,Increasing
FOODS_1_053,0.14285714285714285,0.42857142857142855,-66.66666666666666,Decreasing
FOODS_1_054,2.4285714285714284,1.4285714285714286,69.99999999999999,Increasing
FOODS_1_055,4.285714285714286,1.2857142857142858,233.33333333333331,Increasing
FOODS_1_056,0.0,0.0,0.0,Stable
FOODS_1_057,0.0,0.0,0.0,Stable
FOODS_1_058,0.0,0.0,0.0,Stable
FOODS_1_059,0.2857142857142857,0.8571428571428571,-66.66666666666666,Decreasing
FOODS_1_060,0.7142857142857143,0.8571428571428571,-16.66666666666666,Decreasing
FOODS_1_061,1.7142857142857142,2.857142857142857,-40.0,Decreasing
FOODS_1_062,0.7142857142857143,1.5714285714285714,-54.54545454545454,Decreasing
FOODS_1_063,0.7142857142857143,1.2857142857142858,-44.44444444444445,Decreasing
FOODS_1_064,1.0,0.7142857142857143,40.0,Increasing
FOODS_1_065,0.8571428571428571,0.7142857142857143,19.99999999999999,Increasing
FOODS_1_066,1.4285714285714286,1.7142857142857142,-16.66666666666666,Decreasing
FOODS_1_067,1.8571428571428572,2.2857142857142856,-18.749999999999993,Decreasing
FOODS_1_068,0.0,0.0,0.0,Stable
FOODS_1_069,1.0,1.0,0.0,Stable
FOODS_1_070,0.42857142857142855,0.2857142857142857,50.0,Increasing
FOODS_1_071,1.1428571428571428,0.8571428571428571,33.33333333333333,Increasing
FOODS_1_072,0.42857142857142855,0.0,0.0,Increasing
FOODS_1_073,1.1428571428571428,1.2857142857142858,-11.111111111111123,Decreasing
FOODS_1_074,0.8571428571428571,2.4285714285714284,-64.70588235294117,Decreasing
FOODS_1_075,0.42857142857142855,1.0,-57.14285714285714,Decreasing
FOODS_1_076,1.4285714285714286,1.2857142857142858,11.111111111111105,Increasing
FOODS_1_077,0.2857142857142857,0.14285714285714285,100.0,Increasing
FOODS_1_078,0.2857142857142857,0.8571428571428571,-66.66666666666666,Decreasing
FOODS_1_079,0.0,0.0,0.0,Stable
FOODS_1_080,1.1428571428571428,1.0,14.28571428571428,Increasing
FOODS_1_081,1.7142857142857142,1.0,71.42857142857142,Increasing
FOODS_1_082,8.857142857142858,5.285714285714286,67.56756756756758,Increasing
FOODS_1_083,0.7142857142857143,1.2857142857142858,-44.44444444444445,Decreasing
FOODS_1_084,0.0,0.0,0.0,Stable
